,importance
landnbr_num_land_transactions_nearby_sectors_lag1,70284674.5
search_xian_gou_yi_dong_all_diff1,69535920.0
search_fang_jia_zou_shi_yi_dong_all_diff12,69525119.5
landnbr_planned_building_area_nearby_sectors_lag6,69082200.0
search_gou_fang_yi_dong_all_pctchg3,67345152.5
search_an_zhi_pc_all_lag3,66726267.0
search_gou_fang_pc_all_lag12,66223165.5
search_gou_fang_yi_dong_all_lag1,66207896.0
search_fang_jia_zou_shi_pc_all_pctchg1,64036223.0
search_xian_gou_yi_dong_all_diff12,63136227.5
search_li_lv_shang_diao_yi_dong_all_diff12,63048100.0
search_shui_fei_pc_all_lag1,62003450.0
search_xian_shou_yi_dong_all_diff12,60278299.0
search_li_lv_shang_diao_yi_dong_all_lag3,60058250.0
search_fang_di_chan_kai_fa_yi_dong_all_diff3,60034261.5
search_qu_xiao_xian_gou_pc_all_pctchg3,59491050.0
search_luo_hu_pc_all_pctchg12,59275975.0
search_qi_shui_yi_dong_all,58437152.5
search_xue_qu_fang_yi_dong_all_pctchg1,58365175.0
search_gou_fang_pc_all_lag3,58011100.0
landnbr_num_land_transactions_nearby_sectors_diff1,56564797.5
search_fang_jia_xia_die_yi_dong_all_lag12,55512925.0
land_transaction_amount_lag12,54940206.5
search_fang_jia_shang_zhang_pc_all,54633127.0
landnbr_transaction_amount_nearby_sectors,54262677.5
search_shou_fu_pc_all_pctchg3,53792949.0
search_fang_jia_zou_shi_yi_dong_all_lag2,52679473.0
search_fang_jia_shang_zhang_pc_all_lag3,51372553.0
search_xian_gou_pc_all_lag12,51117825.0
poi_cluster_id,50971825.0
search_fang_jia_shang_zhang_pc_all_pctchg3,49845793.0
search_er_shou_fang_shi_chang_yi_dong_all_pctchg12,49353596.0
search_shou_fu_yi_dong_all_lag2,49330248.0
search_qu_xiao_xian_gou_yi_dong_all_lag3,49075002.0
search_peng_hu_qu_gai_zao_pc_all_diff1,48653800.0
search_fang_jia_shang_zhang_pc_all_diff3,48454875.0
search_fang_jia_xia_die_yi_dong_all_pctchg3,48333142.5
month_sin,47521248.0
search_fang_jia_zou_shi_yi_dong_all_pctchg3,46811374.0
search_dai_kuan_li_lv_pc_all_lag12,46754405.0
search_peng_hu_qu_yi_dong_all_lag3,46333392.5
search_fang_jia_xia_die_pc_all_pctchg1,46046480.0
search_fang_jia_pc_all_lag12,45883800.0
search_fang_jia_xia_die_pc_all_lag3,45866687.5
search_fang_jia_tiao_kong_yi_dong_all_lag12,45796352.0
search_qu_ku_cun_yi_dong_all_diff12,45760345.0
search_gong_ji_jin_yi_dong_all_pctchg12,45728385.0
search_qi_shui_pc_all_diff3,44982859.0
search_shou_fu_yi_dong_all_pctchg1,44675117.0
search_shui_fei_yi_dong_all_lag2,43424730.0
search_er_shou_fang_shi_chang_pc_all_pctchg1,42829515.0
search_xian_shou_pc_all_pctchg12,42712970.0
search_xian_gou_pc_all_diff3,42460224.0
search_mai_fang_pc_all_pctchg12,41873195.0
search_luo_hu_yi_dong_all_lag2,41367222.5
search_li_lv_shang_diao_pc_all_lag3,41142775.0
search_fang_jia_xia_die_pc_all_pctchg12,40705649.0
search_fang_di_chan_kai_fa_yi_dong_all_lag3,40391527.5
search_fang_jia_xia_die_yi_dong_all_pctchg1,39339500.0
search_peng_hu_qu_gai_zao_pc_all_lag3,39254376.0
search_luo_hu_yi_dong_all_pctchg12,39184237.5
search_mai_fang_pc_all_pctchg1,38632315.0
search_fang_jia_tiao_kong_yi_dong_all_lag2,37663748.0
search_gou_fang_yi_dong_all_diff1,37373412.5
search_li_lv_shang_diao_pc_all,37141700.0
search_peng_hu_qu_gai_zao_pc_all_lag1,37070400.0
search_fang_jia_shang_zhang_yi_dong_all_lag2,37041350.0
landnbr_transaction_amount_nearby_sectors_diff3,36918790.0
search_luo_hu_pc_all_lag3,36005830.0
search_peng_hu_qu_pc_all_lag12,35434451.0
search_fang_di_chan_kai_fa_pc_all_lag2,35098725.0
search_luo_hu_pc_all_pctchg1,35097350.0
search_xian_shou_pc_all_lag2,33873248.5
search_fang_dai_yi_dong_all_lag6,33809899.0
search_xian_gou_yi_dong_all_lag12,33625810.0
search_xian_shou_pc_all_lag1,33194725.0
search_mai_fang_pc_all_pctchg3,32755660.0
landnbr_planned_building_area_nearby_sectors_diff3,32444625.0
search_qu_xiao_xian_gou_yi_dong_all_lag6,32111332.5
search_fang_jia_tiao_kong_pc_all,31996000.0
search_fang_jia_zou_shi_yi_dong_all,31279975.0
search_fang_dai_yi_dong_all,31097500.0
search_dai_kuan_li_lv_yi_dong_all,30885550.0
search_rong_zi_yi_dong_all_lag6,30407307.5
search_shui_fei_pc_all_diff12,30384549.0
landnbr_transaction_amount_nearby_sectors_pctchg3,30313582.5
search_an_zhi_pc_all_lag6,30294245.0
search_an_zhi_pc_all,29844261.0
search_mai_fang_pc_all_lag2,29535999.0
search_er_shou_fang_shi_chang_yi_dong_all_diff3,28828275.0
search_an_zhi_yi_dong_all_pctchg1,27833105.0
search_fang_di_chan_kai_fa_pc_all_pctchg1,27760195.0
landnbr_construction_area_nearby_sectors_pctchg3,27721600.0
landnbr_transaction_amount_nearby_sectors_roll3_min,27390280.0
search_qu_xiao_xian_gou_yi_dong_all_lag1,26854875.0
missing_poi_education_training_school_education_research_institution_dense,26379197.5
search_fang_jia_shang_zhang_yi_dong_all_lag3,26257517.5
search_fang_di_chan_kai_fa_yi_dong_all_diff1,25646630.0
search_qi_shui_yi_dong_all_lag12,25617900.0
search_xian_shou_yi_dong_all_lag12,25238500.0
search_xian_gou_yi_dong_all,24832340.0
search_fang_jia_zou_shi_yi_dong_all_diff1,24754625.0
search_fang_jia_shang_zhang_yi_dong_all,24656525.0
search_shou_fu_yi_dong_all_lag12,24529105.0
search_an_zhi_yi_dong_all_diff1,24212699.0
search_fang_jia_shang_zhang_pc_all_pctchg12,24189200.0
search_luo_hu_pc_all_lag1,23588400.0
search_peng_hu_qu_pc_all_lag6,23294277.5
search_fang_jia_pc_all_lag3,22784175.0
search_fang_wu_zhuang_xiu_pc_all_pctchg12,22390575.0
search_peng_hu_qu_gai_zao_yi_dong_all_lag1,22381655.0
search_dai_kuan_li_lv_yi_dong_all_lag3,22353515.0
landnbr_planned_building_area_nearby_sectors_diff12,21640227.5
search_dai_kuan_li_lv_yi_dong_all_lag2,21337117.5
search_xue_qu_fang_yi_dong_all_pctchg12,20940392.5
search_qu_ku_cun_yi_dong_all_pctchg12,20820575.0
macro_over_60_years_percent_yoy_lag3,20609150.0
search_qu_xiao_xian_gou_pc_all_lag12,20556616.0
search_an_zhi_yi_dong_all,20047310.0
search_rong_zi_pc_all_lag12,19643350.0
landnbr_transaction_amount_nearby_sectors_lag3,19415547.5
search_fang_dai_pc_all_pctchg12,18970200.0
search_fang_dai_yi_dong_all_pctchg3,18963750.0
search_mai_fang_pc_all_lag3,18940900.0
search_peng_hu_qu_pc_all_lag3,18370625.0
search_rong_zi_pc_all_pctchg12,18153682.5
landnbr_planned_building_area_nearby_sectors_lag2,17906850.0
search_xue_qu_fang_pc_all_pctchg12,17784825.0
search_qi_shui_yi_dong_all_pctchg12,17590925.0
search_fang_wu_zhuang_xiu_yi_dong_all,17557280.0
search_fang_di_chan_shui_yi_dong_all_diff12,17529790.0
search_qi_shui_yi_dong_all_lag3,17298500.0
search_peng_hu_qu_yi_dong_all_lag2,17218800.0
search_gong_ji_jin_pc_all_lag6,17189325.0
search_dai_kuan_li_lv_yi_dong_all_pctchg12,16606275.0
search_fang_wu_zhuang_xiu_pc_all_pctchg1,16400067.5
macro_primary_industry_percent_yoy_lag6,16363025.0
search_shui_fei_pc_all_lag2,16296210.0
landnbr_transaction_amount_nearby_sectors_lag12,15961297.5
is_may_day,15622300.0
search_er_shou_fang_shi_chang_yi_dong_all_lag3,15479425.0
search_mai_fang_pc_all_lag12,14377070.0
search_gong_ji_jin_yi_dong_all,14048725.0
search_shui_fei_yi_dong_all_diff1,14031575.0
landnbr_planned_building_area_nearby_sectors_lag1,13381452.5
search_li_lv_shang_diao_yi_dong_all_diff3,13379100.0
search_fang_di_chan_kai_fa_pc_all_pctchg12,13374815.0
search_fang_jia_shang_zhang_pc_all_diff12,12801145.0
search_peng_hu_qu_gai_zao_pc_all_diff12,12730210.0
search_xian_gou_yi_dong_all_pctchg12,12632630.0
search_er_shou_fang_shi_chang_pc_all_lag1,12424000.0
search_er_shou_fang_shi_chang_pc_all,12238082.5
search_er_shou_fang_shi_chang_pc_all_pctchg12,12000962.5
search_shui_fei_pc_all_pctchg1,11874072.5
search_fang_jia_zou_shi_pc_all,11866950.0
search_li_lv_shang_diao_yi_dong_all_lag1,11562930.0
search_li_lv_shang_diao_pc_all_lag1,11448995.0
macro_gdp_population_ratio_yoy_lag1,11203375.0
search_fang_jia_zou_shi_pc_all_lag3,11153670.0
search_qu_xiao_xian_gou_yi_dong_all,10964200.0
search_shui_fei_pc_all_pctchg12,10570650.0
landnbr_construction_area_nearby_sectors_pctchg1,10450175.0
quarter,10434625.0
search_mai_fang_yi_dong_all_lag6,10388605.0
search_qu_ku_cun_pc_all_lag2,10377125.0
search_shou_fu_yi_dong_all_pctchg3,10043832.5
search_li_lv_shang_diao_yi_dong_all_lag6,9958425.0
search_fang_jia_tiao_kong_yi_dong_all_lag3,9641165.0
search_luo_hu_pc_all,9058010.0
land_transaction_amount_lag3,8942287.5
search_gou_fang_yi_dong_all_pctchg1,8512000.0
search_xian_gou_pc_all_lag6,8479475.0
search_gou_fang_yi_dong_all_pctchg12,8283135.0
search_fang_jia_tiao_kong_yi_dong_all_diff3,8219800.0
land_num_land_transactions_diff3,8182300.0
search_fang_jia_zou_shi_yi_dong_all_lag3,8114197.5
search_fang_wu_zhuang_xiu_yi_dong_all_lag12,7349200.0
search_qi_shui_pc_all_lag12,7339132.5
search_fang_dai_pc_all,6882557.5
landnbr_num_land_transactions_nearby_sectors_lag3,6856400.0
search_xian_gou_pc_all_lag2,6744625.0
land_planned_building_area_lag6,6679755.0
search_qi_shui_pc_all_lag3,6595667.5
land_num_land_transactions_diff1,6460575.0
macro_employed_population_interp_lag3,5999325.0
search_qu_xiao_xian_gou_yi_dong_all_diff12,5806922.5
land_num_land_transactions_diff12,5418585.0
landnbr_num_land_transactions_nearby_sectors_pctchg3,5341875.0
landnbr_num_land_transactions_nearby_sectors_diff3,5304140.0
landnbr_num_land_transactions_nearby_sectors_lag6,5029670.0
macro_urban_consumer_price_index_previous_year_100_yoy_lag2,4932175.0
macro_primary_industry_percent_yoy_lag3,4920425.0
search_rong_zi_pc_all_pctchg3,4695020.0
search_shui_fei_yi_dong_all_pctchg1,4555950.0
landnbr_construction_area_nearby_sectors_pctchg12,4360982.5
is_golden_week,4211350.0
search_qu_xiao_xian_gou_pc_all_diff12,4133000.0
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_interp_lag3,4113600.0
land_transaction_amount_pctchg12,3926200.0
macro_total_fixed_assets_10k_yoy_pctchg3,3882050.0
search_fang_jia_tiao_kong_yi_dong_all_diff1,3821275.0
search_fang_jia_zou_shi_yi_dong_all_pctchg1,3438675.0
landnbr_transaction_amount_nearby_sectors_pctchg12,3280475.0
search_rong_zi_yi_dong_all_lag2,3229600.0
macro_over_60_years_percent_yoy_lag2,3105200.0
macro_gdp_population_ratio_yoy_lag6,2869425.0
search_peng_hu_qu_gai_zao_yi_dong_all_lag3,2645300.0
search_luo_hu_pc_all_lag6,2397917.5
search_fang_jia_zou_shi_yi_dong_all_pctchg12,2248237.5
landnbr_num_land_transactions_nearby_sectors_diff12,2220230.0
search_shui_fei_pc_all_lag12,2163460.0
search_gou_fang_yi_dong_all,2151015.0
search_fang_dai_yi_dong_all_lag1,1614377.5
search_fang_wu_zhuang_xiu_yi_dong_all_pctchg12,1416902.5
search_fang_jia_xia_die_yi_dong_all,1241665.0
search_li_lv_shang_diao_yi_dong_all_diff1,1185465.0
macro_total_fixed_assets_10k_diff12,0.0
macro_total_fixed_assets_10k_pctchg12,0.0
macro_main_business_taxes_and_surcharges_10k_diff12,0.0
macro_main_business_taxes_and_surcharges_10k_pctchg12,0.0
macro_total_fixed_asset_investment_10k_diff1,0.0
search_gou_fang_yi_dong_all_lag12,0.0
macro_total_fixed_asset_investment_10k_pctchg1,0.0
imputed_poi_flag,0.0
macro_total_fixed_asset_investment_10k_diff3,0.0
is_double11,0.0
macro_total_fixed_asset_investment_10k_pctchg3,0.0
is_spring_festival,0.0
macro_total_fixed_asset_investment_10k_diff12,0.0
search_zu_gou_yi_dong_all_pctchg12,0.0
landnbr_transaction_amount_nearby_sectors_roll6_min,0.0
search_zu_gou_yi_dong_all_pctchg3,0.0
imputed_ponbr_price_pre_owned_house_transactions_nearby_sectors,0.0
landnbr_planned_building_area_nearby_sectors_roll6_min,0.0
imputed_macro_education_expenditure_10k,0.0
imputed_macro_residential_development_investment_completed_10k,0.0
imputed_landnbr_transaction_amount_nearby_sectors,0.0
imputed_land_transaction_amount,0.0
search_zu_gou_pc_all_pctchg1,0.0
imputed_po_price_pre_owned_house_transactions,0.0
search_li_lv_shang_diao_pc_all_lag12,0.0
search_fang_jia_pc_all_pctchg12,0.0
search_zu_gou_pc_all_pctchg3,0.0
search_fang_di_chan_kai_fa_pc_all_diff12,0.0
search_zu_gou_pc_all_pctchg12,0.0
search_er_shou_fang_shi_chang_yi_dong_all_diff12,0.0
search_zu_gou_yi_dong_all_pctchg1,0.0
macro_total_fixed_asset_investment_10k_pctchg12,0.0
macro_real_estate_development_investment_completed_10k_diff12,0.0
macro_education_expenditure_10k_yoy_pctchg1,0.0
macro_total_fixed_asset_investment_10k_yoy_pctchg12,0.0
macro_total_fixed_asset_investment_10k_yoy_diff1,0.0
macro_total_fixed_asset_investment_10k_yoy_pctchg1,0.0
macro_total_fixed_asset_investment_10k_yoy_diff3,0.0
macro_total_fixed_asset_investment_10k_yoy_pctchg3,0.0
macro_total_fixed_asset_investment_10k_yoy_diff12,0.0
macro_education_expenditure_10k_yoy_diff12,0.0
macro_science_expenditure_10k_yoy_diff1,0.0
macro_real_estate_development_investment_completed_10k_pctchg12,0.0
macro_science_expenditure_10k_yoy_diff3,0.0
macro_science_expenditure_10k_yoy_diff12,0.0
macro_science_expenditure_10k_yoy_pctchg12,0.0
macro_education_expenditure_10k_interp_pctchg1,0.0
macro_education_expenditure_10k_interp_pctchg3,0.0
macro_education_expenditure_10k_yoy_diff1,0.0
macro_education_expenditure_10k_yoy_pctchg12,0.0
land_transaction_amount_roll6_min,0.0
macro_total_fixed_asset_investment_10k_interp_diff12,0.0
macro_total_fixed_asset_investment_10k_interp_pctchg3,0.0
macro_total_fixed_asset_investment_10k_interp_diff3,0.0
macro_total_fixed_asset_investment_10k_interp_pctchg1,0.0
search_li_lv_shang_diao_yi_dong_all_lag12,0.0
search_er_shou_fang_shi_chang_pc_all_diff1,0.0
macro_total_fixed_asset_investment_10k_interp_diff1,0.0
nh_neighbor_amt_ratio,0.0
macro_total_fixed_assets_10k_yoy_diff12,0.0
land_transacted_flag,0.0
land_transacted_flag_lag1,0.0
macro_employed_population_yoy_diff12,0.0
macro_residential_development_investment_completed_10k_pctchg12,0.0
land_transacted_flag_lag3,0.0
macro_residential_development_investment_completed_10k_diff12,0.0
macro_total_fixed_asset_investment_10k_interp_pctchg12,0.0
macro_total_fixed_asset_investment_10k_yoy_lag6,0.0
land_transaction_amount_roll3_min,0.0
macro_per_capita_housing_area_sqm_yoy_lag3,0.0
macro_per_capita_housing_area_sqm_interp_lag6,0.0
land_num_land_transactions_lag12,0.0
land_num_land_transactions_lag6,0.0
land_num_land_transactions_lag2,0.0
macro_per_capita_housing_area_sqm_interp_lag3,0.0
macro_engel_coefficient_yoy_lag6,0.0
macro_engel_coefficient_yoy_lag3,0.0
macro_engel_coefficient_yoy_lag2,0.0
macro_engel_coefficient_yoy_lag1,0.0
search_qi_shui_pc_all_pctchg3,0.0
macro_engel_coefficient_interp_lag6,0.0
search_qi_shui_pc_all_pctchg12,0.0
macro_engel_coefficient_interp_lag3,0.0
macro_engel_coefficient_interp_lag2,0.0
macro_engel_coefficient_interp_lag1,0.0
macro_per_capita_disposable_income_index_previous_year_100_interp_lag6,0.0
macro_per_capita_disposable_income_index_previous_year_100_interp_lag3,0.0
macro_per_capita_housing_area_sqm_yoy_lag2,0.0
macro_university_students_10k_yoy_lag3,0.0
macro_total_fixed_asset_investment_10k_yoy,0.0
macro_university_students_10k_yoy_lag6,0.0
macro_total_fixed_asset_investment_10k_yoy_lag2,0.0
macro_total_fixed_asset_investment_10k_yoy_lag1,0.0
macro_total_fixed_asset_investment_10k_interp_lag12,0.0
macro_total_fixed_asset_investment_10k_interp_lag6,0.0
macro_total_fixed_asset_investment_10k_interp_lag3,0.0
macro_total_fixed_asset_investment_10k_interp_lag2,0.0
macro_total_fixed_asset_investment_10k_interp_lag1,0.0
macro_total_current_assets_10k_yoy_lag6,0.0
macro_total_current_assets_10k_yoy_lag3,0.0
macro_internet_broadband_access_ratio_yoy_lag6,0.0
macro_internet_broadband_access_ratio_yoy_lag3,0.0
macro_number_of_operating_bus_lines_yoy_lag3,0.0
macro_road_area_10k_sqm_yoy_lag6,0.0
macro_road_area_10k_sqm_yoy_lag3,0.0
macro_doctors_10k_yoy_lag6,0.0
search_li_lv_shang_diao_yi_dong_all_pctchg12,0.0
macro_kindergarten_students_10k_yoy_lag6,0.0
macro_urban_consumer_price_index_previous_year_100_yoy_lag6,0.0
macro_total_fixed_asset_investment_10k_interp,0.0
land_num_land_transactions_roll6_max,0.0
search_shou_fu_yi_dong_all_pctchg12,0.0
macro_gdp_population_ratio_yoy_lag2,0.0
search_zu_gou_pc_duan_pctchg3,0.0
search_zu_gou_pc_duan_pctchg12,0.0
macro_over_60_years_percent_yoy_lag6,0.0
macro_18_60_years_percent_yoy_lag6,0.0
macro_total_fixed_asset_investment_10k_lag12,0.0
macro_total_fixed_asset_investment_10k_lag6,0.0
macro_total_fixed_asset_investment_10k_lag3,0.0
macro_total_fixed_asset_investment_10k_lag2,0.0
search_zu_gou_yi_dong_duan_pctchg1,0.0
macro_total_fixed_asset_investment_10k_lag1,0.0
landnbr_planned_building_area_nearby_sectors_pctchg3,0.0
search_zu_gou_yi_dong_duan_pctchg3,0.0
search_zu_gou_yi_dong_duan_pctchg12,0.0
macro_total_fixed_asset_investment_10k_yoy_lag3,0.0
search_qu_xiao_xian_gou_yi_dong_all_lag12,0.0
land_num_land_transactions_roll3_max,0.0
search_zu_gou_pc_duan_pctchg1,0.0
macro_education_expenditure_10k_yoy_lag6,0.0
macro_total_fixed_asset_investment_10k,0.0
macro_employed_population_yoy_lag3,0.0
search_xian_shou_yi_dong_all,0.0
macro_urban_consumer_price_index_previous_year_100_yoy_lag3,0.0
macro_urban_consumer_price_index_previous_year_100_yoy_lag1,0.0
macro_retail_sales_growth_rate_interp_lag6,0.0
macro_retail_sales_growth_rate_interp_lag3,0.0
search_qu_xiao_xian_gou_pc_all_diff3,0.0
macro_retail_sales_growth_rate_interp_lag2,0.0
search_qu_xiao_xian_gou_pc_all_pctchg12,0.0
macro_retail_sales_growth_rate_interp_lag1,0.0
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_interp_lag6,0.0
search_shui_fei_pc_all,0.0
macro_total_fixed_asset_investment_10k_yoy_lag12,0.0
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_interp_lag2,0.0
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_interp_lag1,0.0
search_qu_xiao_xian_gou_pc_all,0.0
macro_primary_industry_percent_yoy_lag2,0.0
macro_science_expenditure_10k_yoy_lag6,0.0
imputed_poi_shop_per_capita,0.0
